intake_id,analysis_team,assigned_to,assigned_specialist,tester_completed_by,status,received_on,specialist_assigned_on,actual_start,delivered_on,actual_end,effort_level,project_flag,total_tat_days,assignment_tat_days,pre_work_tat_days,execution_tat_days,closure_tat_days,primary_employee,employee_id,employee_type,active_status,effort_score,project_score,team_median_tat,team_tat_score,complexity_weight_raw,complexity_weight,month,avg_concurrent_requests,employee_median_tat,relative_tat,effectiveness_score
REQ-10061,Team E,E005,E005,E005,Completed,2025-06-13,2025-06-13 20:01:30.639371,2025-06-14 20:09:01.677123,2025-06-19 23:25:59.166154,2025-06-20 23:19:04.990137000,High,0,7.971585533993055,0.8343824001273148,1.005220344351852,5.136776493414352,0.9952062960995369,E005,E005,Shared Contractor,Active,3,0,5.667382061608796,0.75,3.75,3.4782608695652173,2025-06,1.5833333333333333,7.106494622222222,1.2539289825477031,4.391992252720805
REQ-10062,Team D,E013,E013,E013,Completed,2024-07-11,2024-07-13 00:57:37.964536,2024-07-15 16:01:37.815129,2024-07-26 11:12:10.544904,2024-07-28 07:17:57.406845000,High,1,17.304136653298613,2.0400227376851854,2.6277760485300927,10.79898992795139,1.8373479391319445,E013,E013,Shared Contractor,Active,3,4,7.707467308356481,1.875,8.875,8.826086956521738,2024-07,1.6923076923076923,7.271221182193287,0.9433995489425931,15.832586380012385
REQ-10063,Team A,E023,E023,E007,Completed,2024-01-04,2024-01-05 06:11:39.915653,2024-01-08 08:27:40.176570,2024-01-16 11:50:07.593855,2024-01-21 19:53:42.075417000,Low,0,17.82895920621528,1.258100875613426,3.09444746431713,8.140595107465277,5.335815758819445,E023,E023,Dedicated Contractor,Inactive,1,0,6.8314159208854175,1.5,2.5,2.1739130434782608,2024-01,1.5333333333333334,8.214409807175926,1.2024461549855772,2.7721269010780074
REQ-10064,Team D,E002,E002,E002,Completed,2024-09-03,2024-09-05 09:47:22.258440,2024-09-07 20:51:34.497977,2024-09-14 12:42:58.905086,2024-09-16 04:26:34.405395000,Low,1,13.1851204328125,2.4078965097222222,2.461252772418981,6.660699156354167,1.6552719943171297,E002,E002,Shared Contractor,Active,1,4,7.707467308356481,1.875,6.875,6.739130434782608,2024-09,1.7333333333333334,8.045015769618056,1.043794990981746,11.1910475919252
REQ-10065,Team E,E003,E003,E003,Completed,2025-03-03,2025-03-04 04:06:08.181613,2025-03-06 03:14:19.663086,2025-03-09 18:53:56.403851,2025-03-12 04:31:57.584477000,High,0,9.18886093144676,1.1709280279282406,1.9640217763078702,3.6525085736689813,2.4014025535416663,E003,E003,FTE,Active,3,0,5.667382061608796,0.75,3.75,3.4782608695652173,2025-03,1.65,7.23879358712963,1.2772729116262822,4.493268731014804
REQ-10066,Team B,E002,E002,E017,Completed,2025-07-10,2025-07-11 07:34:35.686797,2025-07-13 00:27:40.345629,2025-07-21 11:29:36.930614,2025-07-22 12:36:48.740821000,Low,1,12.525564129872684,1.3156908194097223,1.7035261438888887,8.459682696585647,1.046664469988426,E002,E002,Shared Contractor,Active,1,4,13.013392610353009,3.0,8.0,7.913043478260869,2025-07,1.7333333333333334,8.045015769618056,0.6182104859587282,22.186524396645684
REQ-10067,Team A,E008,E008,E022,Completed,2025-07-09,2025-07-11 06:14:17.867831,2025-07-14 07:27:02.800843,2025-07-18 11:27:22.413704,2025-07-20 05:39:45.160836000,Low,1,11.235939361527779,2.2599290258217595,3.0505200580092593,4.166893667372685,1.758596610324074,E008,E008,FTE,Active,1,4,6.8314159208854175,1.5,6.5,6.3478260869565215,2025-07,1.9285714285714286,9.410966931585648,1.3776012236078132,8.886632659038593
REQ-10069,Team A,E012,E012,E007,Completed,2025-12-11,2025-12-12 19:06:48.740623,2025-12-13 08:59:32.947818,2025-12-24 21:14:13.787636,2025-12-26 09:13:41.808499500,Medium,0,15.384511672447916,1.7963974609143518,0.5782894351273149,11.510194905300926,1.4996298711053242,E012,E012,Dedicated Contractor,Active,2,0,6.8314159208854175,1.5,3.5,3.217391304347826,2025-12,1.6363636363636365,6.084542629635417,0.8906707921315968,5.91107531637736
REQ-10070,Team B,E018,E018,E018,Completed,2025-08-14,2025-08-15 21:38:32.415906,2025-08-17 17:14:05.527655,2025-09-01 08:23:44.747456,2025-09-03 13:17:50.824204000,Medium,0,20.554060465324074,1.9017640729861112,1.8163554600578704,14.631703932881946,2.204236999398148,E018,E018,Dedicated Contractor,Active,2,0,13.013392610353009,3.0,5.0,4.782608695652174,2025-08,1.8,8.140595107465277,0.6255551762104602,13.761688783912525
REQ-10071,Team D,E006,E006,E006,Completed,2025-08-11,2025-08-14 21:00:22.539395,2025-08-16 02:38:58.380919,2025-08-29 07:38:20.198699,2025-08-30 23:26:19.792052000,Low,0,19.976617963564816,3.8752608726273152,1.235137054675926,13.20789140949074,1.6583286267708335,E006,E006,FTE,Active,1,0,7.707467308356481,1.875,2.875,2.5652173913043477,2025-08,1.6842105263157894,7.964227698483796,1.0333131987272828,4.181080952071884
REQ-10072,Team E,E019,E019,E019,Completed,2024-04-26,2024-04-28 07:20:37.631901,2024-04-28 14:32:37.631901,2024-05-01 01:49:15.310244,2024-05-02 13:33:38.765483000,Medium,0,6.565032007905092,2.3059911099652775,0.3,2.469880536377315,1.4891603615625,E019,E019,FTE,Active,2,0,5.667382061608796,0.75,2.75,2.4347826086956523,2024-04,1.6,8.140595107465277,1.4363942679301933,2.712105068148578
REQ-10073,Team E,E020,E020,E021,Completed,2024-12-29,2024-12-31 18:03:18.155034,2025-01-07 01:50:52.058547,2025-01-10 20:22:01.259049,2025-01-12 09:50:16.964258000,Medium,0,14.409918567800926,2.7522934610416665,6.324697957326389,3.7716342650694443,1.561292884363426,E020,E020,Shared Contractor,Active,2,0,5.667382061608796,0.75,2.75,2.4347826086956523,2024-12,1.55,9.131754784027779,1.6112827200916737,2.3421793062260017
REQ-10074,Team E,E003,E003,E017,Completed,2025-07-12,2025-07-15 10:58:03.803782,2025-07-15 18:10:03.803782,2025-07-16 18:10:03.803782,2025-07-19 09:53:54.620448000,Medium,0,7.412437736666667,3.456988469699074,0.3,1.0,2.6554492669675924,E003,E003,FTE,Active,2,0,5.667382061608796,0.75,2.75,2.4347826086956523,2025-07,1.65,7.23879358712963,1.2772729116262822,3.1452881117103626
REQ-10075,Team C,E002,E002,E002,Completed,2025-09-09,2025-09-10 19:36:18.869047,2025-09-12 21:15:17.000273,2025-09-18 00:43:32.729783,2025-09-20 18:24:32.536465000,Low,0,11.767043246122686,1.8168850584143517,2.0687283706712964,5.144626498958333,2.7368033180787035,E002,E002,Shared Contractor,Active,1,0,8.919905509016203,2.25,3.25,2.9565217391304346,2025-09,1.7333333333333334,8.045015769618056,0.9019171516431634,5.6819383818381395
REQ-10076,Team G,E022,E023,E005,Completed,2024-04-30,2024-05-01 11:28:50.731575,2024-05-06 14:03:34.167667,2024-05-11 17:33:31.836885,2024-05-13 13:48:56.315539000,Medium,1,13.575651800219909,1.4783649487847221,5.107447176990741,5.145806356689815,1.8440333177546298,E022,E022,FTE,Active,2,4,5.228315591921296,0.375,6.375,6.217391304347826,2024-04,1.45,8.140595107465277,1.557020605267973,5.79004372890285
REQ-10077,Team G,E005,E005,E013,Completed,2024-03-15,2024-03-18 12:22:41.319092,2024-03-21 19:06:48.165211,2024-03-24 08:29:06.929026,2024-03-24 13:17:06.929026000,Medium,0,9.553552419282408,3.5157560080092596,3.280634793043981,2.5571616182291668,0.2,E005,E005,Shared Contractor,Active,2,0,5.228315591921296,0.375,2.375,2.0434782608695654,2024-03,1.5833333333333333,7.106494622222222,1.359232146047774,2.3803934124017476
REQ-10078,Team A,E018,E018,E008,Completed,2024-05-25,2024-05-27 01:50:15.574784,2024-05-28 08:46:25.265307,2024-06-07 14:02:09.505237,2024-06-08 22:53:16.529239000,Low,1,14.953663532858798,2.0765691525925924,1.2890010477199074,10.219262036226853,1.3688312963194444,E018,E018,Dedicated Contractor,Active,1,4,6.8314159208854175,1.5,6.5,6.3478260869565215,2024-05,1.8,8.140595107465277,1.1916409719070622,9.588531467020486
REQ-10080,Team G,E006,E006,E001,Completed,2024-08-23,2024-08-25 20:19:33.899029,2024-08-28 02:20:28.886737,2024-09-04 00:13:19.146128,2024-09-06 00:25:17.782083000,Medium,1,14.017566922256945,2.846920127650463,2.2506364318055554,6.911692817025464,2.008317545775463,E006,E006,FTE,Active,2,4,5.228315591921296,0.375,6.375,6.217391304347826,2024-08,1.6842105263157894,7.964227698483796,1.5232874830260792,6.874208576968653
REQ-10081,Team B,E017,E017,E017,Completed,2024-11-15,2024-11-16 20:12:01.932808,2024-11-18 17:11:30.936886,2024-12-04 01:40:14.837760,2024-12-04 17:31:47.479272000,Medium,0,19.730410639722223,1.8416890371296297,1.8746412509027777,15.35328588974537,0.6607944619444445,E017,E017,FTE,Active,2,0,13.013392610353009,3.0,5.0,4.782608695652174,2024-11,1.8235294117647058,8.315835871724538,0.6390213621241815,13.647787286004021
REQ-10082,Team B,E004,E004,E004,Completed,2025-03-13,2025-03-15 11:31:09.673725,2025-03-18 11:39:18.363745,2025-03-31 17:27:42.233415,2025-04-02 12:59:23.116108000,High,0,20.54123976976852,2.4799730755208333,3.005656134490741,13.24194293599537,1.813667623761574,E004,E004,Dedicated Contractor,Active,3,0,13.013392610353009,3.0,6.0,5.826086956521739,2025-03,1.4666666666666666,8.764955488929399,0.6735334705844732,12.686715522566143
REQ-10083,Team D,E016,E016,E016,Completed,2024-03-05,2024-03-06 01:59:42.758561,2024-03-10 11:10:00.680485,2024-03-15 06:56:41.361121,2024-03-16 20:09:27.357668000,High,1,11.83989997300926,1.0831337796412037,4.38215187412037,4.824081951805556,1.5505323674421294,E016,E016,FTE,Active,3,4,7.707467308356481,1.875,8.875,8.826086956521738,2024-03,1.7333333333333334,8.140595107465277,1.056195865876615,14.484577358140179
REQ-10084,Team C,E013,E013,E019,Completed,2025-03-31,2025-04-01 22:08:06.504262,2025-04-04 21:11:23.833854,2025-04-15 00:42:28.364082,2025-04-16 13:29:14.061778000,Low,0,16.561968307615743,1.9222975030324074,2.960617240648148,10.146580210972223,1.5324733529629628,E013,E013,Shared Contractor,Active,1,0,8.919905509016203,2.25,3.25,2.9565217391304346,2025-03,1.6923076923076923,7.271221182193287,0.8151679605623139,6.1378080636952115
REQ-10085,Team F,E007,E007,E014,Completed,2025-04-25,2025-04-27 00:56:50.852691,2025-04-28 03:28:17.999331,2025-05-06 06:50:45.416616,2025-05-16 07:44:22.522748000,Low,1,21.322482902175924,2.039477461701389,1.1051753083333333,8.140595107465277,10.037235024675926,E007,E007,Dedicated Contractor,Active,1,4,10.083046207471064,2.625,7.625,7.521739130434782,2025-04,1.631578947368421,7.888772195081018,0.7823798515607128,15.685873285634212
REQ-10086,Team D,E002,E002,E002,Completed,2024-07-16,2024-07-19 11:20:04.925998,2024-07-22 23:08:42.802758,2024-07-25 08:38:05.259090,2024-07-25 13:26:05.259090000,Medium,0,9.559783091319444,3.4722792360879633,3.4921050550925927,2.395398800138889,0.2,E002,E002,Shared Contractor,Active,2,0,7.707467308356481,1.875,3.875,3.608695652173913,2024-07,1.7333333333333334,8.045015769618056,1.043794990981746,5.992625484708333
REQ-10087,Team D,E009,E009,E009,Completed,2024-08-20,2024-08-21 03:37:02.420106,2024-08-21 15:17:34.605438,2024-08-29 17:44:49.040411,2024-08-30 14:57:48.490680000,Low,1,10.62347790138889,1.1507224549305557,0.48648362652777777,8.102250404780092,0.8840214151504628,E009,E009,FTE,Active,1,4,7.707467308356481,1.875,6.875,6.739130434782608,2024-08,1.75,8.168770140862268,1.059851416042419,11.127482666303809
REQ-10088,Team H,E002,E016,E002,Completed,2024-09-18,2024-09-19 18:54:19.156857,2024-09-22 03:30:56.028510,2024-09-30 18:02:36.586494,2024-09-30 22:50:36.586494000,Low,1,12.951812343680555,1.7877217228819444,2.358760088576389,8.605330532222222,0.2,E002,E002,Shared Contractor,Active,1,4,5.812891981689815,1.125,6.125,5.956521739130435,2024-09,1.7333333333333334,8.045015769618056,1.383995401077341,7.460023113604591
REQ-10089,Team F,E016,E016,E009,Completed,2024-10-02,2024-10-03 01:07:15.033417,2024-10-06 08:26:30.649827,2024-10-15 09:44:17.307264,2024-10-17 02:59:13.080434000,Low,1,15.124456949467591,1.0467017756597221,3.3050418565972226,9.054012238854167,1.7187010783564816,E016,E016,FTE,Active,1,4,10.083046207471064,2.625,7.625,7.521739130434782,2024-10,1.7333333333333334,8.140595107465277,0.8073547358568562,16.14864022019172
REQ-10090,Team A,E009,E009,E009,Completed,2025-01-02,2025-01-03 05:58:57.185119,2025-01-06 14:06:21.180572,2025-01-14 22:26:04.822290,2025-01-16 00:14:56.135393000,Medium,0,14.01037193741898,1.249272975914352,3.3384721695949073,8.34703289025463,1.0755939016550926,E009,E009,FTE,Active,2,0,6.8314159208854175,1.5,3.5,3.217391304347826,2025-01,1.75,8.168770140862268,1.1957653048013386,4.708645383839868
REQ-10091,Team A,E007,E007,E007,Completed,2024-08-07,2024-08-08 15:00:03.477022,2024-08-09 18:24:28.542530,2024-08-18 09:02:11.893983,2024-08-19 03:47:09.787082000,Low,1,12.157752165300925,1.6250402433101852,1.141956776712963,8.609529530706018,0.7812256145717592,E007,E007,Dedicated Contractor,Active,1,4,6.8314159208854175,1.5,6.5,6.3478260869565215,2024-08,1.631578947368421,7.888772195081018,1.1547784948890298,8.968801766636288
REQ-10092,Team A,E003,E003,E003,Completed,2025-11-17,2025-11-19 07:26:48.106510,2025-11-22 21:46:23.532911,2025-11-29 17:24:56.613529,2025-11-30 09:13:23.462864000,Medium,0,13.384299338703702,2.3102790105324074,3.5969378055671295,6.818438433078704,0.6586440895254629,E003,E003,FTE,Active,2,0,6.8314159208854175,1.5,3.5,3.217391304347826,2025-11,1.65,7.23879358712963,1.0596329766716082,5.009938128623507
REQ-10093,Team A,E011,E011,E011,Completed,2025-03-22,2025-03-22 20:00:12.928959,2025-03-25 14:49:16.287531,2025-03-30 13:14:13.864645,2025-04-01 00:02:03.015832000,High,0,10.001423794351851,0.8334829740624999,2.7840666501388887,4.933999735115741,1.4498744350347221,E011,E011,FTE,Active,3,0,6.8314159208854175,1.5,4.5,4.260869565217391,2025-03,1.875,7.933169563703704,1.1612774943844275,6.879604981079482
REQ-10094,Team A,E004,E004,E022,Completed,2025-03-31,2025-04-01 01:36:28.276133,2025-04-02 05:25:59.917374,2025-04-07 10:44:58.916005,2025-04-08 13:00:32.074570000,Medium,1,8.54203790011574,1.0669939367245371,1.1593939958449075,5.221516187858796,1.0941337796875001,E004,E004,Dedicated Contractor,Active,2,4,6.8314159208854175,1.5,7.5,7.391304347826087,2025-03,1.4666666666666666,8.764955488929399,1.2830364291145921,8.449159715305884
REQ-10095,Team H,E023,E023,E011,Completed,2024-10-26,2024-10-27 19:36:18.869047,2024-10-29 14:05:31.039877,2024-11-07 04:14:06.618500,2024-11-08 00:56:36.673185000,Low,0,13.03931334704861,1.8168850584143517,1.7702797549768516,8.589300678506945,0.8628478551504629,E023,E023,Dedicated Contractor,Inactive,1,0,5.812891981689815,1.125,2.125,1.7826086956521738,2024-10,1.5333333333333334,8.214409807175926,1.413136496093634,1.934231647748926
REQ-10096,Team C,E020,E020,E001,Completed,2024-07-10,2024-07-11 09:50:58.853167,2024-07-14 09:15:30.532979,2024-07-27 15:51:00.662161,2024-07-29 14:05:02.595312000,Medium,1,19.58683559388889,1.410403393136574,2.9753666644907404,13.274654272939815,1.9264112633217594,E020,E020,Shared Contractor,Active,2,4,8.919905509016203,2.25,8.25,8.173913043478262,2024-07,1.55,9.131754784027779,1.023750170312616,12.375641621160836
REQ-10097,Team F,E008,E008,E008,Completed,2024-11-28,2024-12-01 05:03:13.075632,2024-12-05 02:39:36.471669,2024-12-16 22:34:16.590128,2024-12-19 01:55:17.978530000,Medium,0,21.080069195949072,3.210568005,3.9002707874652778,11.82963100068287,2.139599402800926,E008,E008,FTE,Active,2,0,10.083046207471064,2.625,4.625,4.391304347826087,2024-11,1.9285714285714286,9.410966931585648,0.9333456118263708,9.073749307940552
REQ-10098,Team A,E024,E010,E016,Completed,2024-03-16,2024-03-17 19:26:26.013314,2024-03-19 06:00:33.242576,2024-03-23 22:37:58.576660,2024-03-24 03:25:58.576660000,High,1,8.143039081712963,1.8100233022453704,1.4403614497916666,4.692654329675926,0.2,E024,E024,FTE,Active,3,4,6.8314159208854175,1.5,8.5,8.434782608695652,2024-03,1.368421052631579,9.16785634474537,1.3420140789139843,8.60075484860069
REQ-10099,Team H,E008,E008,E008,Completed,2025-07-07,2025-07-07 09:04:35.558394,2025-07-09 15:05:30.546102,2025-07-16 17:05:18.262707,2025-07-18 00:16:20.684610000,Medium,1,11.011350516319444,0.37818933326388887,2.2506364318055554,7.083191164409722,1.2993335868402778,E008,E008,FTE,Active,2,4,5.812891981689815,1.125,7.125,7.0,2025-07,1.9285714285714286,9.410966931585648,1.618981904571684,8.338573743090443
REQ-10100,Team D,E016,E016,E016,Completed,2025-08-07,2025-08-07 22:42:37.163403,2025-08-10 15:34:47.132482,2025-08-20 07:40:15.094411,2025-08-21 15:37:54.309051000,Low,0,14.651323021423611,0.9462634653124999,2.7028931606365743,9.670462522326389,1.3317038731481483,E016,E016,FTE,Active,1,0,7.707467308356481,1.875,2.875,2.5652173913043477,2025-08,1.7333333333333334,8.140595107465277,1.056195865876615,4.209803271577687
REQ-10102,Team A,E021,E021,E021,Completed,2025-06-06,2025-06-07 06:30:47.518697,2025-06-10 07:00:54.110406,2025-06-21 00:10:17.082522,2025-06-22 12:34:47.373906000,Medium,0,16.524159420208335,1.2713833182523149,3.020909626261574,10.714849214305556,1.5170172613888888,E021,E021,FTE,Active,2,0,6.8314159208854175,1.5,3.5,3.217391304347826,2025-06,1.3888888888888888,8.552927192233795,1.2519991889361135,3.5691708695223823
REQ-10103,Team A,E010,E010,E010,Completed,2025-02-05,2025-02-07 09:31:10.027217,2025-02-10 16:10:32.553713,2025-02-16 14:35:35.712831,2025-02-18 14:18:35.804073000,Low,1,13.59624773232639,2.3966438335300926,3.2773440566666667,5.934064341643519,1.9881955004861112,E010,E010,Dedicated Contractor,Inactive,1,4,6.8314159208854175,1.5,6.5,6.3478260869565215,2025-02,1.5,8.140595107465277,1.1916409719070622,7.990442889183736
REQ-10104,Team D,E010,E010,E010,Completed,2025-07-01,2025-07-01 08:24:12.392742,2025-07-02 00:01:53.355141,2025-07-08 15:19:47.421627,2025-07-09 11:34:45.256475000,High,1,8.482468246238426,0.3501434345138889,0.6511685462847222,6.637431325069444,0.8437249403703704,E010,E010,Dedicated Contractor,Inactive,3,4,7.707467308356481,1.875,8.875,8.826086956521738,2025-07,1.5,8.140595107465277,1.056195865876615,12.534730406082847
REQ-10105,Team A,E006,E006,E019,Completed,2024-04-30,2024-05-01 09:12:40.838164,2024-05-01 22:20:13.439866,2024-05-11 20:55:55.151742,2024-05-13 04:01:08.632300000,Medium,1,13.16746102199074,1.3838059972685186,0.5469051122916667,9.941454998564815,1.2952949138657406,E006,E006,FTE,Active,2,4,6.8314159208854175,1.5,7.5,7.391304347826087,2024-04,1.6842105263157894,7.964227698483796,1.1658238629762065,10.677867370146993
REQ-10106,Team C,E014,E014,E001,Completed,2024-04-17,2024-04-19 20:49:20.579590,2024-04-23 06:07:34.515956,2024-05-03 11:59:55.654624,2024-05-06 01:05:04.906381000,Medium,0,19.04519567570602,2.8675993008101854,3.387661300532407,10.244689104953704,2.5452459694097223,E014,E014,Shared Contractor,Active,2,0,8.919905509016203,2.25,4.25,4.0,2024-04,1.7647058823529411,7.758753411741898,0.8698246190948303,8.115226189800676
REQ-10107,Team C,E004,E003,E019,Completed,2024-12-23,2024-12-25 08:16:58.518992,2024-12-26 05:23:02.978297,2025-01-06 03:15:22.834517,2025-01-06 12:49:25.915228000,High,0,14.534327722546296,2.3451217475925925,0.8792182789930555,10.911340928472221,0.398646767488426,E004,E004,Dedicated Contractor,Active,3,0,8.919905509016203,2.25,5.25,5.043478260869565,2024-12,1.4666666666666666,8.764955488929399,0.9826287374983758,7.527870056097957
REQ-10108,Team C,E005,E005,E005,Completed,2024-12-12,2024-12-14 11:51:09.137924,2024-12-16 17:52:04.125632,2024-12-29 06:39:38.983743,2024-12-31 22:04:44.520002000,Low,1,19.91995972224537,2.4938557630092593,2.2506364318055554,12.533042339247684,2.6424251881828704,E005,E005,Shared Contractor,Active,1,4,8.919905509016203,2.25,7.25,7.130434782608695,2024-12,1.5833333333333333,7.106494622222222,0.7967006617995007,14.17076150905093
REQ-10109,Team C,E021,E020,E021,Completed,2024-02-19,2024-02-20 16:47:46.687792,2024-02-22 14:45:10.310971,2024-02-29 23:32:17.224484,2024-03-01 19:39:43.254413000,High,0,11.819250629780091,1.6998459235185186,1.9148567497569442,7.366052239733796,0.8384957167708333,E021,E021,FTE,Active,3,0,8.919905509016203,2.25,5.25,5.043478260869565,2024-02,1.3888888888888888,8.552927192233795,0.9588584972776373,7.305385453393076
REQ-10110,Team D,E021,E021,E024,Completed,2025-01-18,2025-01-18 04:48:00.000000,2025-01-18 23:06:17.536726,2025-01-27 16:53:39.993053,2025-01-29 06:34:16.315776000,Medium,1,11.273799951111112,0.2,0.7627029713657408,8.741232133414352,1.5698648463310183,E021,E021,FTE,Active,2,4,7.707467308356481,1.875,7.875,7.782608695652174,2025-01,1.3888888888888888,8.552927192233795,1.1096936062201213,9.740687594641525
